INSTNM,CITY,STABBR,ZIP,INSTURL,LATITUDE,LONGITUDE,ADM_RATE,SAT_AVG_ALL
Vanguard-Sentinel Adult Career and Technology Center,Fremont,OH,43420,www.vsctc.org,41.365117,-83.127881,NULL,NULL
House of Heavilin Beauty College-Raymore,Raymore,MO,64083-9195,kc-hair.com,38.811837,-94.467206,NULL,NULL
Living Arts College,Raleigh,NC,27614-7076,living-arts-college.edu,35.942892,-78.555726,NULL,NULL
New York Conservatory for Dramatic Arts,New York,NY,10011-4225,www.nycda.edu,40.740148,-73.993388,0.856,NULL
Eastern International College-Jersey City,Jersey City,NJ,7306,www.eicollege.edu,40.735006,-74.060012,NULL,NULL
Academia Serrant Inc,Ponce,PR,00717-1568,www.serrant.edu,18.006327,-66.614318,NULL,NULL
Champion Institute of Cosmetology,Palm Springs,CA,92264,www.championcosmetology.com/,33.81339,-116.546814,NULL,NULL
Pacific College,Costa Mesa,CA,92626,www.pacific-college.edu,33.681307,-117.873219,NULL,NULL
American College of Healthcare,Riverside,CA,92505,www.ach.edu,33.900487,-117.493808,NULL,NULL
Compu-Med Vocational Careers Corp,Hialeah,FL,33012-4861,compumed.edu,25.848446,-80.306915,NULL,NULL
Professional Electrical School Inc,Manati,PR,674,www.pespr.edu,18.428049,-66.493084,NULL,NULL
Midwestern University-Glendale,Glendale,AZ,85308,www.midwestern.edu,33.663217,-112.183556,NULL,NULL
Oregon Coast Community College,Newport,OR,97366,www.oregoncoastcc.org,44.602882,-124.042346,NULL,NULL
Le Cordon Bleu College of Culinary Arts-Pasadena,Pasadena,CA,91101,www.chefs.edu/locations/los-angeles,34.145839,-118.139189,NULL,NULL
Gwinnett College-Sandy Springs,Sandy Springs,GA,30328,www.RisingSpirit.edu,33.937502,-84.381268,NULL,NULL
Lincoln Technical Institute-Brockton,Brockton,MA,02301-1818,www.lincolnedu.com/campus/brockton-ma,42.097151,-71.054643,NULL,NULL
Mildred Elley-Pittsfield Campus,Pittsfield,MA,01201-5300,www.mildred-elley.edu,42.4491,-73.256461,NULL,NULL
Embry-Riddle Aeronautical University-Worldwide,Daytona Beach,FL,32114-3900,worldwide.erau.edu/,29.18927,-81.04951,0.6571,NULL
Computer Systems Institute,Skokie,IL,60077,www.csinow.edu,42.043061,-87.754174,NULL,NULL
Merkaz Bnos-Business School,Brooklyn,NY,11214,www.mbs-career.org,40.601426,-73.997124,0.9302,NULL
Lia Schorr Institute of Cosmetic Skin Care Training,New York,NY,10019,www.liaschorrinstitute.com,40.764199,-73.976822,NULL,NULL
ITT Technical Institute-Webster,Webster,TX,77598,www.itt-tech.edu,29.525114,-95.121314,0.884,NULL
CET-Alexandria,Alexandria,VA,22312,cetweb.org,38.80271,-77.14264,NULL,NULL
CET-Durham,Durham,NC,27701,cetweb.org,35.990998,-78.890217,NULL,NULL
Aviation Institute of Maintenance-Chesapeake,Chesapeake,VA,23320,www.aviationmaintenance.edu,36.778518,-76.26867,NULL,NULL
Centura College-Richmond Main,Richmond,VA,23235-5250,www.centuracollege.edu,37.498958,-77.543339,NULL,NULL
Technical Education Center-Osceola,Kissimmee,FL,34744,teco.osceolaschools.net,28.298648,-81.349696,NULL,NULL
Miami Ad School-Wynwood,Miami,FL,33127,www.miamiadschool.com,25.803,-80.204791,NULL,NULL
Green Country Technology Center,Okmulgee,OK,74447,gctcok.edu,35.63293,-95.9365,NULL,NULL
Nova College de Puerto Rico,Bayamon,PR,960,www.novacollegepr.com,18.382696,-66.102598,NULL,NULL
Styles and Profiles Beauty College,Selmer,TN,38375,www.spbeautycollege.com,35.169759,-88.592596,NULL,NULL
John Wesley International Barber and Beauty College,Long Beach,CA,90813,johnwesleybarberandbeauty.com,33.775797,-118.19297,NULL,NULL
Platt College-Lawton,Lawton,OK,73501,www.plattcolleges.edu,34.606746,-98.403714,NULL,NULL
Southeastern College-West Palm Beach,West Palm Beach,FL,33411,www.sec.edu/,26.716249,-80.139339,NULL,NULL
Ottawa University-Milwaukee,Brookfield,WI,53005,www.ottawa.edu,43.02963,-88.115185,NULL,NULL
Argosy University-Tampa,Tampa,FL,33607,www.argosy.edu/tampa,27.955166,-82.482545,NULL,NULL
The Illinois Institute of Art-Schaumburg,Schaumburg,IL,60173-4913,www.artinstitutes.edu/schaumburg,42.045749,-88.043871,NULL,NULL
Cambria-Rowe Business College-Indiana,Indiana,PA,15701,www.crbc.edu,40.617673,-79.165982,NULL,NULL
Klamath Community College,Klamath Falls,OR,97603-7121,https://www.klamathcc.edu,42.195028,-121.698855,NULL,NULL
The Art Institute of Phoenix,Phoenix,AZ,85021-2859,www.artinstitutes.edu/phoenix/,33.567139,-112.107619,NULL,NULL
Aerosim Flight Academy,Sanford,FL,32773,https://www.afa.edu,28.77838,-81.251481,NULL,NULL
American College of Acupuncture and Oriental Med,Houston,TX,77063-4104,www.acaom.edu,29.735747,-95.524522,NULL,NULL
AOMA Graduate School of Integrative Medicine,Austin,TX,78745,https://aoma.edu/,30.22869,-97.800881,NULL,NULL
Arlington Medical Institute,Arlington,TX,76006-2317,arlingtonmedicalinst.com,32.78539,-97.094551,NULL,NULL
Urban College of Boston,Boston,MA,02111-1093,www.urbancollege.edu,42.352944,-71.064378,NULL,NULL
ITT Technical Institute-Henderson,Henderson,NV,89074,www.itt-tech.edu,36.02562,-115.090811,0.9556,NULL
Colorado Technical University-Greenwood Village,Aurora,CO,80014,www.coloradotech.edu/Denver,39.65965,-104.838721,NULL,NULL
Branford Hall Career Institute-Windsor Campus,Windsor,CT,6095,www.branfordhall.edu,41.878055,-72.702363,NULL,NULL
Golf Academy of America-Orlando,Apopka,FL,32703,www.golfacademy.edu,28.67274,-81.451511,NULL,NULL
Golf Academy of America-Phoenix,Chandler,AZ,85225,www.golfacademy.edu,33.33622,-111.839941,NULL,NULL
Strayer University-Maryland,Suitland,MD,20746,www.strayer.edu/maryland/prince-georges,38.827085,-76.918794,NULL,NULL
Empire Beauty School-Bordentown,Bordentown,NJ,8505,www.empire.edu,40.173971,-74.702495,NULL,NULL
Empire Beauty School-Monroeville,Monroeville,PA,15146-2229,www.empire.edu,40.434267,-79.785703,NULL,NULL
Southern Careers Institute-San Antonio,San Antonio,TX,78221,www.scitexas.edu,29.355779,-98.494245,NULL,NULL
Virginia School of Massage,Charlottesville,VA,22901,www.steinered.com/,38.055496,-78.495794,NULL,NULL
ITT Technical Institute-Hialeah,Hialeah,FL,33015,www.itt-tech.edu,25.94018,-80.296001,0.7778,NULL
Cayce/Reilly School of Massage,Virginia Beach,VA,23451,www.edgarcayce.org/massageschool/home.aspx,36.89277,-75.990231,NULL,NULL
CET-Sacramento,Sacramento,CA,95828,cetweb.org,38.525148,-121.394446,NULL,NULL
ITT Technical Institute-Harrisburg,Harrisburg,PA,17111,www.itt-tech.edu,40.251462,-76.814893,0.7407,NULL
ITT Technical Institute-Tarentum,Tarentum,PA,15084,www.itt-tech.edu,40.57267,-79.80101,0.92,NULL
ITT Technical Institute-Norwood,Norwood,OH,45212,www.itt-tech.edu,39.166116,-84.450673,0.7524,NULL
ITT Technical Institute-Strongsville,Strongsville,OH,44136,www.itt-tech.edu,41.350075,-81.807292,0.6741,NULL
Prism Career Institute-West Atlantic City,West  Atlantic City,NJ,8232,prismcareerinstitute.edu,39.377288,-74.493112,0.567,NULL
Everest Institute-Marietta,Marietta,GA,30067,www.everest.edu/campus/marietta,33.913158,-84.481765,NULL,NULL
The Creative Center,Omaha,NE,68164,www.creativecenter.edu,41.209556,-96.08433,0.9412,NULL
Studio Jewelers,New York,NY,10016-4112,www.studiojewelersltd.com,40.745464,-73.983774,NULL,NULL
Praxis Institute,Miami,FL,33135,www.praxis.edu,25.765409,-80.225612,NULL,NULL
American College of Traditional Chinese Medicine,San Francisco,CA,94107,www.actcm.edu,37.760503,-122.398242,NULL,NULL
San Juan Bautista School of Medicine,Caguas,PR,00725-4968,www.sanjuanbautista.edu,18.220528,-66.050389,1,NULL
Texas Health and Science University,Austin,TX,78704,www.thsu.edu,30.233148,-97.785296,NULL,NULL
Carver Career Center,Charleston,WV,25306-6397,www.carvercareercenter.edu,38.289708,-81.562988,NULL,NULL
New Hampshire Institute of Art,Manchester,NH,03104-4858,www.nhia.edu,42.992752,-71.458838,NULL,NULL
Cayuga Onondaga BOCES-Practical Nursing Program,Auburn,NY,13021,www.cayboces.org,42.917744,-76.616897,NULL,NULL
Clearfield County Career and Technology Center,Clearfield,PA,16830,www.ccctc.edu,41.030572,-78.418679,NULL,NULL
Colegio de Cinematografia Artes y Television,Bayamon,PR,961,www.ccat.edu/,18.403009,-66.150412,NULL,NULL
Delaware County Technical School-Practical Nursing Program,Broomall,PA,19008,www.dciu.org/site/default.aspx?PageID=1,39.988537,-75.368379,1,NULL
Mid-Del Technology Center,Midwest City,OK,73110-4825,www.middeltech.com,35.455237,-97.402578,NULL,NULL
New York Institute of Massage Inc,Williamsville,NY,14221,www.nyinstituteofmassage.com,42.974993,-78.696761,NULL,NULL
Jolie Hair and Beauty Academy-Ludlow,Ludlow,MA,1056,JolieAcademy.com,42.170121,-72.481367,NULL,NULL
Dutchess BOCES-Practical Nursing Program,Poughkeepsie,NY,12601-6599,boces.org/cti/health,41.742609,-73.866586,0.74,NULL
Escuela Tecnica de Electricidad,Ponce,PR,00730-4875,www.etepr.edu,18.010437,-66.620173,NULL,NULL
Institute of Technology,Clovis,CA,93612,www.iot.edu,36.83679,-119.723249,NULL,NULL
Garnet Career Center,Charleston,WV,25301,garnet.edu,38.351017,-81.629876,NULL,NULL
Bristol Technical Education Center,Bristol,CT,6010,www.cttech.org/bristol/index.htm,41.69004,-72.990101,NULL,NULL
Genesee Valley BOCES-Practical Nursing Program,Batavia,NY,14020,www.gvboces.org,43.014665,-78.182909,NULL,NULL
Hamilton Fulton Montgomery BOCES-Practical Nursing Program,Johnstown,NY,12095,www.hfmboces.org,42.984198,-74.298686,NULL,NULL
Henrico County-Saint Marys Hospital School of Practical Nursing,Henrico,VA,23294,blogs.henrico.k12.va.us/adulteducation/licensed-practical-nursing/,37.62929,-77.532821,0.871,NULL
Herkimer County BOCES-Practical Nursing Program,Ilion,NY,13357,www.herkimer-boces.org,43.015552,-75.031218,NULL,NULL
International Beauty College,Garland,TX,75040-3294,www.ibc3.edu,32.94581,-96.645646,NULL,NULL
Dewey University-Hato Rey,Hato Rey,PR,00910-9538,dewey.edu,18.416771,-66.042607,NULL,NULL
Cape Coral Technical College,Cape Coral,FL,33993-2479,capecoraltech.edu,26.658856,-81.975445,NULL,NULL
Massachusetts General Hospital Dietetic Internship,Boston,MA,02114-2696,www.massgeneral.org/dietetic/,42.362612,-71.068939,NULL,NULL
Mercy Hospital School of Nursing,Pittsburgh,PA,15219-5166,www.upmc.com/mercyson,40.436584,-79.987416,0.75,985
Northland Career Center,Platte City,MO,64079,www.northlandcareercenter.com,39.356472,-94.768905,NULL,NULL
Norwich Technical High School/Adult Licensed Practical Nurse Program,Norwich,CT,06360-2425,norwich.cttech.org,41.549585,-72.077967,NULL,NULL
Ocean County Vocational-Technical School,Toms River,NJ,8753,www.ocvts.org,39.983014,-74.195308,NULL,NULL
Putnam Westchester BOCES-Practical Nursing Program,Yorktown Heights,NY,10598-4399,www.pnwboces.org,41.278181,-73.765536,0.5402,NULL
Sullivan County BOCES-Practical Nursing Program,Liberty,NY,12754,scboces.org,41.788239,-74.778741,NULL,NULL
Brightwood College-San Antonio-Ingram,San Antonio,TX,78238,www.brightwood.edu,29.46408,-98.622541,NULL,NULL
Trinity College of Puerto Rico,Ponce,PR,00716-1111,www.trinitypr.edu,17.994411,-66.614885,NULL,NULL
Virginia Sewing Machines and School Center,Los Angeles,CA,90015-4001,www.a-technicalcollege.com,34.0326,-118.266,NULL,NULL
Vogue Beauty and Barber School,Hiram,GA,30141-2226,www.voguebeautyschool.com,33.909059,-84.746624,NULL,NULL
Yeshiva of the Telshe Alumni,Riverdale,NY,10471,yeshivatelshealumni.com,40.896668,-73.911096,1,NULL
Northeast Technology Center-Kansas,Kansas,OK,74347,www.netech.edu,36.209828,-94.778431,NULL,NULL
Kenneth Shuler School of Cosmetology-Rock Hill,Rock Hill,SC,29730,www.kennethshuler.com,34.942991,-81.030578,NULL,NULL
University of Phoenix-Washington,Tukwila,WA,98188-8553,www.phoenix.edu,47.4684,-122.246405,NULL,NULL
University of Phoenix-Oregon,Tigard,OR,97223-8328,www.phoenix.edu,45.424281,-122.745206,NULL,NULL
CET-El Paso,El Paso,TX,79907,cetweb.org,31.696178,-106.323535,NULL,NULL
Brightwood College-Riverside,Riverside,CA,92507-0000,www.brightwood.edu,33.976895,-117.369777,NULL,NULL
Appalachian School of Law,Grundy,VA,24614-2825,www.asl.edu,37.278007,-82.096426,NULL,NULL
LIU Hudson at Westchester,Purchase,NY,10577,liu.edu/Hudson,41.048648,-73.705238,NULL,1010
Platt College-Ontario,Ontario,CA,91764,www.plattcollege.edu,34.068595,-117.571744,NULL,NULL
Delaware College of Art and Design,Wilmington,DE,19801-3007,www.dcad.edu,39.741944,-75.549822,0.7423,NULL
Argosy University-The Art Institute of California-Los Angeles,Santa Monica,CA,90405-3035,www.artinstitutes.edu/los-angeles/,34.019215,-118.451869,NULL,NULL
American University of Health Sciences,Signal Hill,CA,90755-3612,www.auhs.edu,33.797115,-118.171442,1,NULL
Career Networks Institute,Orange,CA,92868-4710,www.cnicollege.edu,33.693904,-117.885043,NULL,NULL
